name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
David Willey,England,32,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,11,226,15.07,130.64,0,15,13,0,18,9.0,60.0,0,3,0,51,8.18,23.14,16.96,3,7.95,55.67,42.0,royal-challengers-bangalore,2022,20000000
Washington Sundar,India,23,,batting-allrounder,left-handed-bat,right-arm-offbreak,4,47,5.88,142.42,0,4,3,11,318,14.45,120.45,0,26,9,26,7.34,29.77,24.35,33,7.23,33.52,27.82,sunrisers-hyderabad,2022,87500000
Nicholas Pooran,West Indies,27,,wk-batsman,left-handed-bat,right-arm-offbreak,8,1427,25.48,129.02,9,101,83,9,912,26.06,151.24,4,51,65,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2022,107500000
Bhuvneshwar Kumar,India,32,,bowler,right-handed-bat,right-arm-fast-medium,13,67,8.38,71.28,0,0,0,28,241,8.31,96.4,0,23,3,90,6.96,23.1,19.9,154,7.3,25.79,21.18,sunrisers-hyderabad,2022,42000000
T Natarajan,India,31,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,4,3,0.0,60.0,0,0,0,7,7.62,17.43,13.71,38,8.65,28.79,19.97,sunrisers-hyderabad,2022,40000000
Priyam Garg,India,21,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,251,15.69,115.14,1,15,9,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2022,2000000
Rahul Tripathi,India,31,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,9,1798,27.66,140.8,10,176,68,-,-,-,-,0,12.0,0.0,0.0,sunrisers-hyderabad,2022,85000000
Abhishek Sharma,India,22,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,6,667,23.82,135.29,2,64,25,-,-,-,-,7,8.23,30.57,22.29,sunrisers-hyderabad,2022,65000000
Vishnu Vinod,India,28,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,0,19,6.33,73.08,0,1,1,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2022,5000000
Kartik Tyagi,India,22,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,3,13,3.25,81.25,0,1,0,-,-,-,-,14,9.47,40.71,25.79,sunrisers-hyderabad,2022,40000000
Shreyas Gopal,India,29,,bowling-allrounder,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,8,180,12.86,106.51,0,19,2,-,-,-,-,49,8.1,26.14,19.37,sunrisers-hyderabad,2022,7500000
Jagadeesha Suchith,India,28,,bowler,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,6,70,17.5,114.75,0,6,3,-,-,-,-,19,8.6,31.68,22.11,sunrisers-hyderabad,2022,2000000
Aiden Markram,South Africa,28,,batsman,right-handed-bat,right-arm-offbreak,4,879,38.22,147.73,9,73,39,5,527,40.54,134.1,3,37,23,7,7.35,24.14,19.71,1,8.7,87.0,60.0,sunrisers-hyderabad,2022,26000000
Marco Jansen,South Africa,22,,bowling-allrounder,right-handed-bat,left-arm-fast,0,12,12.0,70.59,0,1,1,2,9,3.0,90.0,0,0,1,1,9.5,38.0,24.0,9,8.39,35.44,25.33,sunrisers-hyderabad,2022,42000000
Romario Shepherd,West Indies,28,,bowler,right-handed-bat,right-arm-fast-medium,4,198,39.6,148.87,0,7,17,1,58,29.0,141.46,0,2,5,21,10.51,30.95,17.67,3,10.89,32.67,18.0,sunrisers-hyderabad,2022,77500000
Glenn Phillips,New Zealand,25,,wk-batsman,right-handed-bat,right-arm-offbreak,8,1360,33.17,148.15,8,94,70,1,26,13.0,78.79,0,1,2,2,8.29,43.5,31.5,1,10.0,20.0,12.0,sunrisers-hyderabad,2022,15000000
Sean Abbott,Australia,30,,bowling-allrounder,right-handed-bat,right-arm-medium,1,17,8.5,100.0,0,1,1,0,22,7.33,122.22,0,1,2,5,8.22,37.8,27.6,1,11.56,104.0,54.0,sunrisers-hyderabad,2022,24000000
Shashank Singh,India,31,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,69,17.25,146.81,0,5,4,-,-,-,-,0,10.0,0.0,0.0,sunrisers-hyderabad,2022,2000000
K Khaleel Ahmed,India,24,,bowler,right-handed-bat,left-arm-fast-medium,1,1,0.0,100.0,0,0,0,0,1,0.2,14.29,0,0,0,13,8.83,35.31,24.0,48,8.49,22.94,16.21,delhi-capitals,2016,1000000
K Khaleel Ahmed,India,24,,bowler,right-handed-bat,left-arm-fast-medium,1,1,0.0,100.0,0,0,0,0,1,0.2,14.29,0,0,0,13,8.83,35.31,24.0,48,8.49,22.94,16.21,sunrisers-hyderabad,2018,30000000
K Khaleel Ahmed,India,24,,bowler,right-handed-bat,left-arm-fast-medium,1,1,0.0,100.0,0,0,0,0,1,0.2,14.29,0,0,0,13,8.83,35.31,24.0,48,8.49,22.94,16.21,delhi-capitals,2022,52500000
Albie Morkel,South Africa,41,,batting-allrounder,left-handed-bat,right-arm-fast-medium,11,572,21.19,142.29,0,29,39,28,974,24.35,141.98,3,61,55,26,8.01,33.23,24.88,85,8.21,27.75,20.27,royal-challengers-bangalore,2014,24000000
Albie Morkel,South Africa,41,,batting-allrounder,left-handed-bat,right-arm-fast-medium,11,572,21.19,142.29,0,29,39,28,974,24.35,141.98,3,61,55,26,8.01,33.23,24.88,85,8.21,27.75,20.27,delhi-capitals,2015,3000000
Nicholas Pooran,West Indies,27,,wk-batsman,left-handed-bat,right-arm-offbreak,8,1427,25.48,129.02,9,101,83,9,912,26.06,151.24,4,51,65,-,-,-,-,-,-,-,-,mumbai-indians,2017,3000000
Nicholas Pooran,West Indies,27,,wk-batsman,left-handed-bat,right-arm-offbreak,8,1427,25.48,129.02,9,101,83,9,912,26.06,151.24,4,51,65,-,-,-,-,-,-,-,-,punjab-kings,2019,42000000
Sarfaraz Khan,India,25,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,11,532,24.18,137.82,1,59,13,-,-,-,-,0,0.0,0.0,0.0,punjab-kings,2019,2500000
Sarfaraz Khan,India,25,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,11,532,24.18,137.82,1,59,13,-,-,-,-,0,0.0,0.0,0.0,royal-challengers-bangalore,2015,5000000
Shahbaz Ahmed,India,27,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,4,279,18.6,118.72,0,18,11,-,-,-,-,13,8.58,36.31,25.38,royal-challengers-bangalore,2020,2000000
Shahbaz Ahmed,India,27,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,4,279,18.6,118.72,0,18,11,-,-,-,-,13,8.58,36.31,25.38,royal-challengers-bangalore,2022,24000000
Krishnappa Gowtham,India,34,,bowling-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,6,186,13.29,167.57,0,13,12,-,-,-,-,18,8.26,36.72,26.67,lucknow-super-giants,2022,9000000
Washington Sundar,India,23,,batting-allrounder,left-handed-bat,right-arm-offbreak,4,47,5.88,142.42,0,4,3,11,318,14.45,120.45,0,26,9,26,7.34,29.77,24.35,33,7.23,33.52,27.82,royal-challengers-bangalore,2018,32000000
Murugan Ashwin,India,32,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,4,35,3.89,70.0,0,2,1,-,-,-,-,35,7.87,31.69,24.17,delhi-capitals,2017,10000000
Murugan Ashwin,India,32,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,4,35,3.89,70.0,0,2,1,-,-,-,-,35,7.87,31.69,24.17,royal-challengers-bangalore,2018,22000000
Murugan Ashwin,India,32,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,4,35,3.89,70.0,0,2,1,-,-,-,-,35,7.87,31.69,24.17,punjab-kings,2019,2000000
Varun Chakravarthy,India,31,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,7,24,8.0,64.86,0,2,0,2,5.87,66.0,67.5,42,7.23,27.88,23.14,kolkata-knight-riders,2020,40000000
Varun Chakravarthy,India,31,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,7,24,8.0,64.86,0,2,0,2,5.87,66.0,67.5,42,7.23,27.88,23.14,punjab-kings,2019,84000000
Mujeeb Ur Rahman,Afghanistan,21,,bowler,right-handed-bat,right-arm-offbreak,5,32,8.0,103.23,0,4,1,4,12,4.0,80.0,0,2,0,49,6.22,17.02,16.41,19,8.18,31.16,22.84,punjab-kings,2018,40000000
Mujeeb Ur Rahman,Afghanistan,21,,bowler,right-handed-bat,right-arm-offbreak,5,32,8.0,103.23,0,4,1,4,12,4.0,80.0,0,2,0,49,6.22,17.02,16.41,19,8.18,31.16,22.84,sunrisers-hyderabad,2021,15000000
Rashid Khan,Afghanistan,24,,bowling-allrounder,right-handed-bat,right-arm-legbreak,18,328,14.26,127.63,0,20,20,15,313,11.18,151.94,0,20,22,122,6.26,14.38,13.79,112,6.38,20.83,19.6,sunrisers-hyderabad,2017,40000000
Rashid Khan,Afghanistan,24,,bowling-allrounder,right-handed-bat,right-arm-legbreak,18,328,14.26,127.63,0,20,20,15,313,11.18,151.94,0,20,22,122,6.26,14.38,13.79,112,6.38,20.83,19.6,sunrisers-hyderabad,2018,90000000
